state0_sensors,state0_camera_c,state0_camera_l,state0_camera_r,action,time
"{'right': False, 'center': False, 'left': False}",images/img320.jpg,images/img319.jpg,images/img321.jpg,0,2018-04-12 11:15:49.612607
"{'right': False, 'center': False, 'left': False}",images/img323.jpg,images/img322.jpg,images/img324.jpg,0,2018-04-12 11:15:49.922761
"{'right': False, 'center': False, 'left': False}",images/img326.jpg,images/img325.jpg,images/img327.jpg,2,2018-04-12 11:15:50.232005
"{'right': False, 'center': False, 'left': False}",images/img329.jpg,images/img328.jpg,images/img330.jpg,0,2018-04-12 11:15:50.642628
"{'right': False, 'center': False, 'left': False}",images/img332.jpg,images/img331.jpg,images/img333.jpg,2,2018-04-12 11:15:50.950079
"{'right': False, 'center': False, 'left': False}",images/img335.jpg,images/img334.jpg,images/img336.jpg,2,2018-04-12 11:15:51.256471
"{'right': False, 'center': False, 'left': False}",images/img338.jpg,images/img337.jpg,images/img339.jpg,2,2018-04-12 11:15:51.461700
"{'right': False, 'center': False, 'left': False}",images/img341.jpg,images/img340.jpg,images/img342.jpg,0,2018-04-12 11:15:51.771591
"{'right': False, 'center': False, 'left': False}",images/img344.jpg,images/img343.jpg,images/img345.jpg,0,2018-04-12 11:15:52.166086
"{'right': False, 'center': False, 'left': False}",images/img347.jpg,images/img346.jpg,images/img348.jpg,2,2018-04-12 11:15:52.513698
"{'right': False, 'center': False, 'left': False}",images/img350.jpg,images/img349.jpg,images/img351.jpg,2,2018-04-12 11:15:52.935429
"{'right': False, 'center': False, 'left': False}",images/img353.jpg,images/img352.jpg,images/img354.jpg,2,2018-04-12 11:15:53.346949
"{'right': False, 'center': False, 'left': False}",images/img356.jpg,images/img355.jpg,images/img357.jpg,2,2018-04-12 11:15:53.558655
"{'right': False, 'center': False, 'left': False}",images/img359.jpg,images/img358.jpg,images/img360.jpg,2,2018-04-12 11:15:54.378774
"{'right': False, 'center': False, 'left': False}",images/img362.jpg,images/img361.jpg,images/img363.jpg,0,2018-04-12 11:15:55.897246
"{'right': False, 'center': False, 'left': False}",images/img365.jpg,images/img364.jpg,images/img366.jpg,0,2018-04-12 11:15:56.313463
"{'right': False, 'center': False, 'left': False}",images/img368.jpg,images/img367.jpg,images/img369.jpg,0,2018-04-12 11:15:56.822529
"{'right': False, 'center': False, 'left': False}",images/img371.jpg,images/img370.jpg,images/img372.jpg,2,2018-04-12 11:15:57.234224
"{'right': False, 'center': False, 'left': False}",images/img374.jpg,images/img373.jpg,images/img375.jpg,2,2018-04-12 11:15:57.444670
"{'right': False, 'center': False, 'left': False}",images/img377.jpg,images/img376.jpg,images/img378.jpg,2,2018-04-12 11:15:57.665967
"{'right': False, 'center': False, 'left': False}",images/img380.jpg,images/img379.jpg,images/img381.jpg,2,2018-04-12 11:15:57.875914
"{'right': False, 'center': False, 'left': False}",images/img383.jpg,images/img382.jpg,images/img384.jpg,2,2018-04-12 11:15:58.186390
"{'right': False, 'center': False, 'left': False}",images/img386.jpg,images/img385.jpg,images/img387.jpg,2,2018-04-12 11:15:58.499851
"{'right': False, 'center': False, 'left': False}",images/img389.jpg,images/img388.jpg,images/img390.jpg,2,2018-04-12 11:15:59.012252
"{'right': False, 'center': False, 'left': False}",images/img392.jpg,images/img391.jpg,images/img393.jpg,2,2018-04-12 11:16:15.099307
"{'right': False, 'center': False, 'left': False}",images/img395.jpg,images/img394.jpg,images/img396.jpg,0,2018-04-12 11:16:15.609239
"{'right': False, 'center': False, 'left': False}",images/img398.jpg,images/img397.jpg,images/img399.jpg,0,2018-04-12 11:16:16.029053
"{'right': False, 'center': False, 'left': False}",images/img401.jpg,images/img400.jpg,images/img402.jpg,2,2018-04-12 11:16:16.441828
"{'right': False, 'center': False, 'left': False}",images/img404.jpg,images/img403.jpg,images/img405.jpg,2,2018-04-12 11:16:16.759292
"{'right': False, 'center': False, 'left': False}",images/img407.jpg,images/img406.jpg,images/img408.jpg,2,2018-04-12 11:16:17.174021
"{'right': False, 'center': False, 'left': False}",images/img410.jpg,images/img409.jpg,images/img411.jpg,0,2018-04-12 11:16:17.587369
"{'right': False, 'center': False, 'left': False}",images/img413.jpg,images/img412.jpg,images/img414.jpg,2,2018-04-12 11:16:18.018255
"{'right': False, 'center': False, 'left': False}",images/img416.jpg,images/img415.jpg,images/img417.jpg,2,2018-04-12 11:16:18.426529
"{'right': False, 'center': False, 'left': False}",images/img419.jpg,images/img418.jpg,images/img420.jpg,0,2018-04-12 11:16:18.837736
"{'right': False, 'center': False, 'left': False}",images/img422.jpg,images/img421.jpg,images/img423.jpg,2,2018-04-12 11:16:19.349411
"{'right': False, 'center': False, 'left': False}",images/img425.jpg,images/img424.jpg,images/img426.jpg,0,2018-04-12 11:16:19.761261
"{'right': False, 'center': False, 'left': False}",images/img428.jpg,images/img427.jpg,images/img429.jpg,0,2018-04-12 11:16:20.075764
"{'right': False, 'center': False, 'left': False}",images/img431.jpg,images/img430.jpg,images/img432.jpg,0,2018-04-12 11:16:20.490132
"{'right': False, 'center': False, 'left': False}",images/img434.jpg,images/img433.jpg,images/img435.jpg,2,2018-04-12 11:16:20.900900
"{'right': False, 'center': False, 'left': False}",images/img437.jpg,images/img436.jpg,images/img438.jpg,0,2018-04-12 11:16:21.414362
"{'right': False, 'center': False, 'left': False}",images/img440.jpg,images/img439.jpg,images/img441.jpg,0,2018-04-12 11:16:22.029759
"{'right': False, 'center': False, 'left': False}",images/img443.jpg,images/img442.jpg,images/img444.jpg,2,2018-04-12 11:16:22.347277
"{'right': False, 'center': False, 'left': False}",images/img446.jpg,images/img445.jpg,images/img447.jpg,2,2018-04-12 11:16:22.662078
"{'right': False, 'center': False, 'left': False}",images/img449.jpg,images/img448.jpg,images/img450.jpg,2,2018-04-12 11:16:22.976128
"{'right': False, 'center': False, 'left': False}",images/img452.jpg,images/img451.jpg,images/img453.jpg,2,2018-04-12 11:16:23.290705
"{'right': False, 'center': False, 'left': False}",images/img455.jpg,images/img454.jpg,images/img456.jpg,0,2018-04-12 11:16:23.724146
"{'right': False, 'center': False, 'left': False}",images/img458.jpg,images/img457.jpg,images/img459.jpg,0,2018-04-12 11:16:24.037866
"{'right': False, 'center': False, 'left': False}",images/img461.jpg,images/img460.jpg,images/img462.jpg,2,2018-04-12 11:16:24.350633
"{'right': False, 'center': False, 'left': False}",images/img464.jpg,images/img463.jpg,images/img465.jpg,2,2018-04-12 11:16:24.562985
"{'right': False, 'center': False, 'left': False}",images/img467.jpg,images/img466.jpg,images/img468.jpg,2,2018-04-12 11:16:24.775917
"{'right': False, 'center': False, 'left': False}",images/img470.jpg,images/img469.jpg,images/img471.jpg,2,2018-04-12 11:16:24.989677
"{'right': False, 'center': False, 'left': False}",images/img473.jpg,images/img472.jpg,images/img474.jpg,0,2018-04-12 11:16:25.301632
"{'right': False, 'center': False, 'left': False}",images/img476.jpg,images/img475.jpg,images/img477.jpg,0,2018-04-12 11:16:25.527702
"{'right': False, 'center': False, 'left': False}",images/img479.jpg,images/img478.jpg,images/img480.jpg,2,2018-04-12 11:16:25.842316
"{'right': False, 'center': False, 'left': False}",images/img482.jpg,images/img481.jpg,images/img483.jpg,2,2018-04-12 11:16:26.251223
"{'right': False, 'center': False, 'left': False}",images/img485.jpg,images/img484.jpg,images/img486.jpg,0,2018-04-12 11:16:26.965566
"{'right': False, 'center': False, 'left': False}",images/img488.jpg,images/img487.jpg,images/img489.jpg,2,2018-04-12 11:16:27.479102
"{'right': False, 'center': False, 'left': False}",images/img491.jpg,images/img490.jpg,images/img492.jpg,0,2018-04-12 11:16:27.891751
"{'right': False, 'center': False, 'left': False}",images/img494.jpg,images/img493.jpg,images/img495.jpg,0,2018-04-12 11:16:28.203387
"{'right': False, 'center': False, 'left': False}",images/img497.jpg,images/img496.jpg,images/img498.jpg,0,2018-04-12 11:16:28.515432
"{'right': False, 'center': False, 'left': False}",images/img500.jpg,images/img499.jpg,images/img501.jpg,2,2018-04-12 11:16:28.927844
"{'right': False, 'center': False, 'left': False}",images/img503.jpg,images/img502.jpg,images/img504.jpg,0,2018-04-12 11:16:29.443257
"{'right': False, 'center': False, 'left': False}",images/img506.jpg,images/img505.jpg,images/img507.jpg,0,2018-04-12 11:16:29.660524
"{'right': False, 'center': False, 'left': False}",images/img509.jpg,images/img508.jpg,images/img510.jpg,0,2018-04-12 11:16:29.980698
"{'right': False, 'center': False, 'left': False}",images/img512.jpg,images/img511.jpg,images/img513.jpg,0,2018-04-12 11:16:30.200617
"{'right': False, 'center': False, 'left': False}",images/img515.jpg,images/img514.jpg,images/img516.jpg,0,2018-04-12 11:16:30.414309
"{'right': False, 'center': False, 'left': False}",images/img518.jpg,images/img517.jpg,images/img519.jpg,0,2018-04-12 11:16:30.625972
"{'right': False, 'center': False, 'left': False}",images/img521.jpg,images/img520.jpg,images/img522.jpg,0,2018-04-12 11:16:30.837173
"{'right': False, 'center': False, 'left': False}",images/img524.jpg,images/img523.jpg,images/img525.jpg,0,2018-04-12 11:16:31.046978
"{'right': False, 'center': False, 'left': False}",images/img527.jpg,images/img526.jpg,images/img528.jpg,0,2018-04-12 11:16:31.358781
"{'right': False, 'center': False, 'left': False}",images/img530.jpg,images/img529.jpg,images/img531.jpg,0,2018-04-12 11:16:31.875240
"{'right': True, 'center': False, 'left': False}",images/img533.jpg,images/img532.jpg,images/img534.jpg,0,2018-04-12 11:16:32.287812
"{'right': True, 'center': False, 'left': False}",images/img536.jpg,images/img535.jpg,images/img537.jpg,0,2018-04-12 11:16:32.701468
"{'right': True, 'center': False, 'left': False}",images/img539.jpg,images/img538.jpg,images/img540.jpg,0,2018-04-12 11:16:33.617853
"{'right': False, 'center': False, 'left': False}",images/img542.jpg,images/img541.jpg,images/img543.jpg,0,2018-04-12 11:16:34.232746
"{'right': False, 'center': False, 'left': False}",images/img545.jpg,images/img544.jpg,images/img546.jpg,0,2018-04-12 11:16:34.745675
"{'right': False, 'center': False, 'left': False}",images/img548.jpg,images/img547.jpg,images/img549.jpg,2,2018-04-12 11:16:35.057030
"{'right': False, 'center': False, 'left': False}",images/img551.jpg,images/img550.jpg,images/img552.jpg,2,2018-04-12 11:16:35.472086
"{'right': False, 'center': False, 'left': False}",images/img554.jpg,images/img553.jpg,images/img555.jpg,2,2018-04-12 11:16:35.991443
"{'right': False, 'center': False, 'left': False}",images/img557.jpg,images/img556.jpg,images/img558.jpg,2,2018-04-12 11:16:36.599856
"{'right': False, 'center': False, 'left': False}",images/img560.jpg,images/img559.jpg,images/img561.jpg,0,2018-04-12 11:16:37.113366
"{'right': False, 'center': False, 'left': False}",images/img563.jpg,images/img562.jpg,images/img564.jpg,0,2018-04-12 11:16:37.525657
"{'right': False, 'center': False, 'left': False}",images/img566.jpg,images/img565.jpg,images/img567.jpg,0,2018-04-12 11:16:37.938272
"{'right': False, 'center': False, 'left': False}",images/img569.jpg,images/img568.jpg,images/img570.jpg,0,2018-04-12 11:16:38.451400
"{'right': False, 'center': False, 'left': False}",images/img572.jpg,images/img571.jpg,images/img573.jpg,2,2018-04-12 11:16:38.766289
"{'right': False, 'center': False, 'left': False}",images/img575.jpg,images/img574.jpg,images/img576.jpg,2,2018-04-12 11:16:39.081435
"{'right': False, 'center': False, 'left': False}",images/img578.jpg,images/img577.jpg,images/img579.jpg,2,2018-04-12 11:16:39.398094
"{'right': False, 'center': False, 'left': False}",images/img581.jpg,images/img580.jpg,images/img582.jpg,2,2018-04-12 11:16:39.709720
"{'right': False, 'center': False, 'left': False}",images/img584.jpg,images/img583.jpg,images/img585.jpg,2,2018-04-12 11:16:40.022285
"{'right': False, 'center': False, 'left': False}",images/img587.jpg,images/img586.jpg,images/img588.jpg,2,2018-04-12 11:16:40.238800
"{'right': False, 'center': False, 'left': False}",images/img590.jpg,images/img589.jpg,images/img591.jpg,2,2018-04-12 11:16:40.454236
"{'right': False, 'center': False, 'left': False}",images/img593.jpg,images/img592.jpg,images/img594.jpg,0,2018-04-12 11:16:40.867045
"{'right': False, 'center': False, 'left': False}",images/img596.jpg,images/img595.jpg,images/img597.jpg,0,2018-04-12 11:16:41.177667
"{'right': False, 'center': False, 'left': False}",images/img599.jpg,images/img598.jpg,images/img600.jpg,0,2018-04-12 11:16:41.489147
"{'right': False, 'center': False, 'left': False}",images/img602.jpg,images/img601.jpg,images/img603.jpg,2,2018-04-12 11:16:41.801774
"{'right': False, 'center': False, 'left': False}",images/img605.jpg,images/img604.jpg,images/img606.jpg,2,2018-04-12 11:16:42.151378
"{'right': False, 'center': False, 'left': False}",images/img608.jpg,images/img607.jpg,images/img609.jpg,0,2018-04-12 11:16:42.461400
"{'right': False, 'center': False, 'left': False}",images/img611.jpg,images/img610.jpg,images/img612.jpg,0,2018-04-12 11:16:42.671029
"{'right': False, 'center': False, 'left': False}",images/img614.jpg,images/img613.jpg,images/img615.jpg,0,2018-04-12 11:16:42.881235
"{'right': False, 'center': False, 'left': False}",images/img617.jpg,images/img616.jpg,images/img618.jpg,2,2018-04-12 11:16:43.191746
"{'right': False, 'center': False, 'left': False}",images/img620.jpg,images/img619.jpg,images/img621.jpg,2,2018-04-12 11:16:43.404196
"{'right': False, 'center': False, 'left': False}",images/img623.jpg,images/img622.jpg,images/img624.jpg,2,2018-04-12 11:16:43.613896
"{'right': False, 'center': False, 'left': False}",images/img626.jpg,images/img625.jpg,images/img627.jpg,2,2018-04-12 11:16:43.823283
"{'right': False, 'center': False, 'left': False}",images/img629.jpg,images/img628.jpg,images/img630.jpg,0,2018-04-12 11:16:44.036588
"{'right': False, 'center': False, 'left': False}",images/img632.jpg,images/img631.jpg,images/img633.jpg,0,2018-04-12 11:16:44.348060
"{'right': False, 'center': False, 'left': False}",images/img635.jpg,images/img634.jpg,images/img636.jpg,0,2018-04-12 11:16:44.658884
"{'right': False, 'center': False, 'left': False}",images/img638.jpg,images/img637.jpg,images/img639.jpg,2,2018-04-12 11:16:45.069389
"{'right': False, 'center': False, 'left': False}",images/img641.jpg,images/img640.jpg,images/img642.jpg,2,2018-04-12 11:16:45.380604
